,VendorID,passenger_count,trip_distance,RatecodeID,PULocationID,DOLocationID,payment_type,improvement_surcharge,Airport_fee,temperature_avg,precipitation,is_raining,hour,day_of_week,is_weekend,month,day_of_month,week_of_year,quarter,is_holiday,trip_duration_minutes,avg_speed_mph,distance_squared,duration_squared,temp_fahrenheit,temp_deviation,extreme_weather,same_borough,pickup_density,hourly_pickup_count,zone_hourly_pickup_count,is_peak_hour,is_late_night,surge_likelihood,trip_complexity,extreme_distance_flag,zero_distance_flag,rain_rush_hour,weather_distance,peak_hour_distance
is_holiday,0.007077615238316993,0.040735046293932715,0.008575918112469036,-0.00385829524273046,-0.02314716762062554,-0.021688608837688823,0.02502439631089433,-0.002639028476455969,,0.2816003253954635,0.33939248489668594,0.15960606139267167,-0.10452049788741267,0.3247766345263192,0.34149833137186053,-0.0009683065791753982,-0.3842199193768561,0.9978098185606774,-0.0009709866749792473,1.0,0.00885117157248472,0.0011626071083966874,-0.0004133622846153702,0.005342554191088148,0.2816003253954635,0.2816003253954635,0.15960606139267164,-0.03358041436914606,-0.06392514596578881,-0.217302685607024,-0.09997026625497203,-0.14862203424018616,0.16979627569329597,-0.06107310866421412,-0.0003986135299397398,0.02197760755262345,,-0.11295261058273424,0.022565747277196152,-0.020162314461314747
trip_duration_minutes,0.017385528362627287,0.021279570126983845,0.05057726154108276,0.03507614953312251,-0.03063339616687599,-0.027948768181287907,0.0023521252215711083,-0.0033967593273305425,,0.01203630763503071,0.0082211841210028,0.008817650025811048,-0.0011388472192842935,-0.0014260692240529952,-0.004381450673902849,-0.0004864168162131651,-0.005997052006322674,0.008772835981980903,-0.0005104608389349752,0.00885117157248472,1.0,-0.00039724831142807436,0.0003804181937331112,0.9026624812325017,0.012036307635030712,0.01203630763503071,0.00881765002581105,-0.1621035480838939,0.03804195509271352,0.008266860854835094,0.03712627403493797,-0.006826537357467193,-0.0019124097008112316,0.0024738035902095263,-8.59675885282898e-05,0.15676725265054692,,-0.0028433254547469925,0.03458351728565253,0.025259243304107774
avg_speed_mph,-0.0009766737412067442,-0.0009993969349512207,0.18395605569223092,0.0010981901905841723,-0.001338224725976125,-0.001205965315750039,0.005081605429803844,0.00015339665348724636,,0.0006060482816009187,-0.0006733833156924158,0.00017653753304553547,-7.852694686860501e-05,-0.0001464130879241082,0.0008655723415378356,0.0003091926758733635,-0.0017834635374365888,0.0010935445147809467,0.00036650488648872723,0.0011626071083966874,-0.00039724831142807436,1.0,0.16223400320805342,-0.0008042058517856272,0.0006060482816009186,0.0006060482816009181,0.00017653753304553536,-0.01044340059844028,-0.0007539452868228442,-0.0050464906805475045,-0.0007516629053900234,-0.0005094268982121432,0.002630560170055029,-0.004701139599902595,0.4723397228306136,0.01645489557426869,,0.0002507249324872707,0.1835226141760061,0.17489115301431496
distance_squared,0.0011945292756568068,-0.0004510612698774404,0.97105090570336,-9.924905771103767e-05,0.002938584711764919,0.0008164038860539627,-0.0001824627987716818,9.007923929919144e-05,,0.00037290271082996205,-0.0010019361398956052,0.0014333467481841434,0.0007554411534343025,-0.000765739522810557,-0.0012470265270779395,-8.8601072443194e-06,-0.0002629752970196219,-0.00042257176470415997,-8.900591328286627e-06,-0.0004133622846153702,0.0003804181937331112,0.16223400320805342,1.0,-3.73512645890627e-05,0.0003729027108299621,0.00037290271082996226,0.001433346748184143,-0.004974572832288164,9.431262967191347e-05,0.0014150720722675672,0.00013676586856617038,5.242258067182267e-05,-0.0005794696752896188,0.0002268384499810475,0.8422095165739828,0.008723523177469675,,0.000575671697817449,0.9767038794904295,0.5578427395806663
duration_squared,0.016223111585460772,0.011413181370463092,0.0027592637503695778,0.00012370191556915178,-0.003500410843595355,-0.0022555544737565677,0.005672225811806875,-0.0029438132373114183,,0.002058124631597179,0.002122416042717791,0.0019582175663286983,-0.004407299376952124,0.0025217272905713787,0.0034203309400712293,-0.0001287960225574412,-0.0028196931874941997,0.0052565952024300885,-0.00012947419746704445,0.005342554191088148,0.9026624812325017,-0.0008042058517856272,-3.73512645890627e-05,1.0,0.0020581246315971797,0.0020581246315971797,0.001958217566328698,-0.009339283008679918,-0.001982099694431078,-0.003505919693180224,-0.0010624535307234622,-0.003281417767298822,0.006880594629563553,0.0001898400839039349,-5.34934774022588e-05,0.009130037371647618,,-0.0025592086414509053,0.001723560010953366,0.0017243195238232556
temp_fahrenheit,-0.004490680995757011,0.005310256119272239,0.005652770486423283,0.008199210700980314,0.002814046125697249,2.8396263477065497e-05,0.02908771483254394,-0.008533307735760517,,1.0,0.7249533173761414,0.6398547861632452,0.01551401452211952,-0.10749433341104637,-0.38006197186672763,5.765653406928043e-05,-0.6587763162341919,0.2506389167496971,5.781611682733744e-05,0.2816003253954635,0.012036307635030712,0.0006060482816009186,0.0003729027108299621,0.0020581246315971797,1.0,0.9999999999999999,0.6398547861632452,-0.016698898802143255,0.013497783428104971,-0.034671698679720836,-0.020047330720436084,0.16219176086679638,-0.039825356504047615,-0.04422396755808044,0.0002136764000485647,0.0187829789317746,,0.37236453802873865,0.06245431519070796,0.023545946332734106
temp_deviation,-0.004490680995757015,0.00531025611927224,0.005652770486423283,0.008199210700980316,0.002814046125697258,2.839626347706142e-05,0.02908771483254395,-0.008533307735760517,,0.9999999999999999,0.7249533173761415,0.6398547861632453,0.015514014522119516,-0.10749433341104636,-0.38006197186672763,5.765653406928012e-05,-0.6587763162341919,0.2506389167496971,5.781611682733713e-05,0.2816003253954635,0.01203630763503071,0.0006060482816009181,0.00037290271082996226,0.0020581246315971797,0.9999999999999999,1.0,0.6398547861632453,-0.016698898802143244,0.01349778342810496,-0.03467169867972084,-0.02004733072043609,0.16219176086679635,-0.039825356504047636,-0.044223967558080446,0.00021367640004856471,0.018782978931774594,,0.3723645380287387,0.06245431519070797,0.023545946332734102
extreme_weather,6.740862831517916e-05,0.020887235500700214,0.0019616562910161396,0.000916330947455494,-0.005200412382367732,-0.006742464424547148,0.019692127459594526,-0.006612682889493303,,0.6398547861632452,0.47107786194437873,1.0,0.019908328537374783,0.11315839689647131,-0.04712021007217861,-0.006066853418518406,-0.5172377511359753,0.12772453818412347,-0.006083645361001455,0.15960606139267164,0.00881765002581105,0.00017653753304553536,0.001433346748184143,0.001958217566328698,0.6398547861632452,0.6398547861632453,1.0,0.0011244143069283532,-0.008614238583385768,0.028684042887188087,-0.014854723833855733,0.02131509992341073,-0.0037648165972144834,0.041637667975080714,0.0014361533067289477,0.004311074714868459,,0.37801279359497436,0.08931695434829655,0.005381620811431038
same_borough,-0.025210336462317955,-0.01812775071475668,-0.18363705458834845,-0.07477497139342136,0.07775511806957305,0.09092190287079718,0.0013513990838292683,-0.004101963830363828,,-0.016698898802143255,-0.005371134047624625,0.0011244143069283532,0.004686185212918606,0.004922717559059517,-0.009501175003493421,2.7998123374741967e-05,0.022807504278590934,-0.03330141654778662,-0.00012525543105356215,-0.03358041436914606,-0.1621035480838939,-0.01044340059844028,-0.004974572832288164,-0.009339283008679918,-0.016698898802143255,-0.016698898802143244,0.0011244143069283532,1.0,-0.11066775270364543,0.09931315123111689,-0.10496335716668699,0.04645197178399129,-0.047758104060968566,0.09261107494773942,-0.003875882599646669,-0.5488884181993594,,0.03166322599075169,-0.12221382887103244,-0.0814439887849537
pickup_density,0.0023049621562070857,0.002932063103794069,0.043721246516521275,-0.08111554989234265,0.20463760978845286,0.0654859870488754,-0.006837218878469447,0.0015714116360028797,,0.013497783428104971,-0.020320686980738197,-0.008614238583385768,0.2783113161288274,-0.07769107205469603,-0.07997463173767275,-0.0018139617477221357,0.014429098907165611,-0.06289945872583243,-0.001752981011623231,-0.06392514596578881,0.03804195509271352,-0.0007539452868228442,9.431262967191347e-05,-0.001982099694431078,0.013497783428104971,0.01349778342810496,-0.008614238583385768,-0.11066775270364543,1.0,0.3163340032361084,0.8667993600061347,0.042794172744968745,-0.26440863325278063,-0.024714930065717053,-0.00038916789297098643,0.23693558867158115,,0.0355029175380207,0.027785387459495946,0.023857646047827464
hourly_pickup_count,-0.010940682313086666,-0.005015386742884008,-0.023428826799948572,-0.02809514065643395,0.054859852030712156,0.05727281833071703,-0.04090631790697976,0.007486528751058757,,-0.034671698679720836,0.006660915045162689,0.028684042887188087,0.47598084501722226,-0.002998013419741011,-0.1324189419005006,-0.014197917265030245,0.2073543722441261,-0.2109137108770616,-0.014238345274811687,-0.217302685607024,0.008266860854835094,-0.0050464906805475045,0.0014150720722675672,-0.003505919693180224,-0.034671698679720836,-0.03467169867972084,0.028684042887188087,0.09931315123111689,0.3163340032361084,1.0,0.3488872564359653,0.21083241575662118,-0.44102082783097596,0.546362091323436,0.0014599226227355476,-0.06105147851186146,,0.15533548905705516,-0.013644407716442875,0.02279974051499274
zone_hourly_pickup_count,0.005306896546194914,-0.001227700479713694,0.0395212569072355,-0.07499932582741554,0.1602079416324398,0.053865040788392174,-0.030798871327542127,0.002707361297691801,,-0.020047330720436084,-0.019978704965758005,-0.014854723833855733,0.1738347833723335,-0.02214245546779118,-0.06079976227423815,-0.006164346145602916,0.07856941174976172,-0.09754311877964214,-0.006149995154880239,-0.09997026625497203,0.03712627403493797,-0.0007516629053900234,0.00013676586856617038,-0.0010624535307234622,-0.020047330720436084,-0.02004733072043609,-0.014854723833855733,-0.10496335716668699,0.8667993600061347,0.3488872564359653,1.0,0.06835559883546442,-0.10466163335234595,0.20631593445858298,-0.00031303433202174887,0.2070757434141422,,0.04558934489692208,0.02407558687350923,0.023209211509439154
is_peak_hour,-0.007767186772917577,-0.04143106395588849,-0.010787609371767369,0.0003260738511777172,0.03171966827622218,0.024225285741711493,-0.03450050304291561,0.0015304054948301596,,0.16219176086679638,0.029985631289988657,0.02131509992341073,0.057422444002238046,-0.35101875901053003,-0.43520574066389645,-0.0024960159026248736,0.008994867371078788,-0.143067306227787,-0.0024091977688791588,-0.14862203424018616,-0.006826537357467193,-0.0005094268982121432,5.242258067182267e-05,-0.003281417767298822,0.16219176086679638,0.16219176086679635,0.02131509992341073,0.04645197178399129,0.042794172744968745,0.21083241575662118,0.06835559883546442,1.0,-0.20310706043378,0.13816787871531314,0.0009800140618730557,-0.028149955853103894,,0.7599990886964962,-0.004497015486848202,0.135661677384469
is_late_night,0.01673248173787575,0.016627089563774507,0.006777988897196588,0.0005668889915721554,-0.06347274203831596,-0.05498226930923112,0.006977462073480509,-0.0036472272061071993,,-0.039825356504047615,0.026236891099936096,-0.0037648165972144834,-0.6555649504120393,0.1936451828005488,0.2241692933697789,4.578867581220929e-06,-0.037821584233421975,0.16736442158759457,0.0002432193478986689,0.16979627569329597,-0.0019124097008112316,0.002630560170055029,-0.0005794696752896188,0.006880594629563553,-0.039825356504047615,-0.039825356504047636,-0.0037648165972144834,-0.047758104060968566,-0.26440863325278063,-0.44102082783097596,-0.10466163335234595,-0.20310706043378,1.0,0.04781159182981527,-0.0005577320851300578,-0.0035664901642111185,,-0.15436118083749212,0.005350722145058083,-0.027553844507074703
surge_likelihood,-0.00873410997370071,-0.010565574694062739,-0.024986909659658472,-0.007793911582727596,0.01710657185678797,0.021564412427995925,-0.04723233390960039,0.002172320135137046,,-0.04422396755808044,0.061094360402441004,0.041637667975080714,-0.047945593198264476,0.1543417386465157,0.002923020162173399,-0.01874381683135256,0.18670075818399476,-0.05550923662507972,-0.018797523326889064,-0.06107310866421412,0.0024738035902095263,-0.004701139599902595,0.0002268384499810475,0.0001898400839039349,-0.04422396755808044,-0.044223967558080446,0.041637667975080714,0.09261107494773942,-0.024714930065717053,0.546362091323436,0.20631593445858298,0.13816787871531314,0.04781159182981527,1.0,0.00022517721218578838,-0.0827309306668727,,0.0832065970409819,-0.013404559627205456,0.011616411357684174
trip_complexity,0.0011399497791986146,-0.0004617417050782209,0.8251866573171217,3.756791373599437e-05,0.0026145294337621026,0.0005214584377596646,0.0002247384927303802,8.667906394047474e-05,,0.0002136764000485647,-0.0009756374776412472,0.0014361533067289477,0.0009845028031521053,-0.0006512149763326606,-0.0012074025630481329,-8.71293159844373e-06,1.2831893261382759e-05,-0.0003925587855768215,-8.737047402167015e-06,-0.0003986135299397398,-8.59675885282898e-05,0.4723397228306136,0.8422095165739828,-5.34934774022588e-05,0.0002136764000485647,0.00021367640004856471,0.0014361533067289477,-0.003875882599646669,-0.00038916789297098643,0.0014599226227355476,-0.00031303433202174887,0.0009800140618730557,-0.0005577320851300578,0.00022517721218578838,1.0,0.008146253309149523,,0.001625067582186316,0.8300452206978844,0.7072469696953473
extreme_distance_flag,0.018779470543844518,0.037723357481387366,0.19763201766289598,0.05672347854777895,-0.08939490498716729,-0.05674806211419128,-0.0025745458577906776,0.001515590032703129,,0.0187829789317746,0.002181675408866399,0.004311074714868459,0.011781276512800717,-0.011744136102468546,0.0031882302495309313,-0.00038882194413025555,-0.028135652093969777,0.02116390269487892,-0.00041322881971903486,0.02197760755262345,0.15676725265054692,0.01645489557426869,0.008723523177469675,0.009130037371647618,0.0187829789317746,0.018782978931774594,0.004311074714868459,-0.5488884181993594,0.23693558867158115,-0.06105147851186146,0.2070757434141422,-0.028149955853103894,-0.0035664901642111185,-0.0827309306668727,0.008146253309149523,1.0,,-0.016248995301164738,0.13443006633317073,0.08810775111427506
zero_distance_flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rain_rush_hour,-0.0051358123714642,-0.02349902054200629,-0.00651287557947842,0.0012476520815283322,0.02315159183066867,0.014234994553089311,-0.018349033620914817,-0.0012628568171226806,,0.37236453802873865,0.2008182199857626,0.37801279359497436,0.049592506934672265,-0.16469586969414782,-0.33075596630002835,-0.0022933482090651738,-0.19567688257736443,-0.1247742061653034,-0.002299695778153173,-0.11295261058273424,-0.0028433254547469925,0.0002507249324872707,0.000575671697817449,-0.0025592086414509053,0.37236453802873865,0.3723645380287387,0.37801279359497436,0.03166322599075169,0.0355029175380207,0.15533548905705516,0.04558934489692208,0.7599990886964962,-0.15436118083749212,0.0832065970409819,0.001625067582186316,-0.016248995301164738,,1.0,0.0264669346872407,0.10600969325213384
weather_distance,0.005754664350106633,0.007643934896557439,0.9865400773332974,0.013623343705372609,-0.01809107059257439,-0.016556733834837512,0.0009375931312873474,0.0003652823470613119,,0.06245431519070796,0.04138222118598104,0.08931695434829655,0.0007511852061479656,0.004960156342855602,-0.0059371951166465944,-0.0005418728698195924,-0.05446547094395089,0.01958753873556479,-0.0005433726749797318,0.022565747277196152,0.03458351728565253,0.1835226141760061,0.9767038794904295,0.001723560010953366,0.06245431519070796,0.06245431519070797,0.08931695434829655,-0.12221382887103244,0.027785387459495946,-0.013644407716442875,0.02407558687350923,-0.004497015486848202,0.005350722145058083,-0.013404559627205456,0.8300452206978844,0.13443006633317073,,0.0264669346872407,1.0,0.5637457927546949
peak_hour_distance,0.0029481376789738086,7.78292767594495e-05,0.5677511732420386,0.010496630997723591,-0.010387997408565408,-0.009630595745838083,-0.004262349307885303,0.0007439338738256923,,0.023545946332734106,0.0025758220757520303,0.005381620811431038,0.009937347388875271,-0.05110151295614206,-0.059040740785813284,-0.0003316626550483563,-0.0018599654686351772,-0.01951256972631812,-0.000318616366550417,-0.020162314461314747,0.025259243304107774,0.17489115301431496,0.5578427395806663,0.0017243195238232556,0.023545946332734106,0.023545946332734102,0.005381620811431038,-0.0814439887849537,0.023857646047827464,0.02279974051499274,0.023209211509439154,0.135661677384469,-0.027553844507074703,0.011616411357684174,0.7072469696953473,0.08810775111427506,,0.10600969325213384,0.5637457927546949,1.0
